filename,categories,sub_categories,IdMappings-bindata,IdMappings-borderfills,IdMappings-bullets,IdMappings-charshapes,IdMappings-cn-fonts,IdMappings-en-fonts,IdMappings-jp-fonts,IdMappings-ko-fonts,IdMappings-memoshapes,IdMappings-numberings,IdMappings-other-fonts,IdMappings-parashapes,IdMappings-styles,IdMappings-symbol-fonts,IdMappings-tabdefs,IdMappings-user-fonts,Style-local-name,PageDef-attr,PageDef-bookbinding,PageDef-bookbinding-offset,PageDef-bottom-offset,PageDef-footer-offset,PageDef-header-offset,PageDef-height,PageDef-left-offset,PageDef-orientation,PageDef-right-offset,PageDef-top-offset,PageDef-width,DocumentProperties-character-unit-loc-in-paragraph,DocumentProperties-endnote-startnum,DocumentProperties-footnote-startnum,DocumentProperties-list-id,DocumentProperties-math-startnum,DocumentProperties-page-startnum,DocumentProperties-paragraph-id,DocumentProperties-picture-startnum,DocumentProperties-section-count,DocumentProperties-table-startnum,FaceName-enname,FaceName-koname,PageBorderFill-borderfill-id,PageBorderFill-fill,PageBorderFill-flags,PageBorderFill-include-footer,PageBorderFill-include-header,PageBorderFill-margin-bottom,PageBorderFill-margin-left,PageBorderFill-margin-right,PageBorderFill-margin-top,PageBorderFill-relative-to,Numbering-align,Numbering-auto-indent,Numbering-auto-width,Numbering-charshape-id,Numbering-flags,Numbering-numbering-format,Numbering-space,Numbering-space-type,Numbering-starting-number,Numbering-unknown,Numbering-width-correction
7.25 대학일자리센터컨설턴트 워크숍 개최(한국고용정보원).hwp.xml,1.0,43.0,3.0,41.0,0.0,102.0,15.0,18.0,15.0,17.0,0.0,1.0,12.0,79.0,47.0,15.0,8.0,12.0,-0.06786000334626908,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,68.0,1.0,1.0,10.0,1.0,1.0,0.0,1.0,1.0,1.0,0.18668584838151614,0.008778442557307824,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
7.28 하반기 주요 업종 일자리 전망(한국고용정보원).hwp.xml,1.0,43.0,25.0,22.0,0.0,136.0,13.0,13.0,13.0,12.0,0.0,1.0,11.0,217.0,20.0,13.0,4.0,11.0,-0.10576494596543573,0.0,0.0,0.0,4252.0,4252.0,4252.0,84188.0,8504.0,1.0,8504.0,5668.0,59528.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.05207264384672588,-0.08210623885842135,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
7.30 2021년 하반기 주요 업종별 일자리 전망 발표(한국고용정보원).hwp.xml,1.0,43.0,34.0,26.0,0.0,149.0,19.0,22.0,19.0,20.0,0.0,2.0,18.0,355.0,144.0,19.0,5.0,18.0,1.4879928819070176,0.0,0.0,0.0,4251.0,4251.0,4251.0,84188.0,8503.0,1.0,8503.0,5669.0,59528.0,19.0,1.0,1.0,16.0,1.0,1.0,0.0,1.0,2.0,1.0,3.1154893955294756,2.2639439201512044,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
7.31 2019 하반기 주요 업종 일자리 전망 발표(한국고용정보원).hwp.xml,1.0,43.0,34.0,26.0,0.0,134.0,17.0,20.0,17.0,18.0,0.0,2.0,15.0,347.0,143.0,17.0,5.0,15.0,1.2919908102980255,0.0,0.0,0.0,4251.0,4251.0,4251.0,84188.0,8503.0,1.0,8503.0,5669.0,59528.0,100.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,3.135476596288423,2.2420218340324047,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
7.5 워크넷 진로상담으로 인생고민 해결…진로상담 신청 이벤트(한국고용정보원).hwp.xml,1.0,43.0,4.0,21.0,0.0,59.0,13.0,15.0,13.0,13.0,0.0,1.0,12.0,57.0,137.0,13.0,2.0,12.0,0.6218289760636453,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,17.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.977945399560601,0.7754797513737963,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
7.7 내 아이디어가 직업이 된다고 어머 이건 꼭 해야 돼(한국고용정보원).hwp.xml,1.0,43.0,5.0,30.0,0.0,82.0,11.0,13.0,11.0,11.0,0.0,1.0,10.0,68.0,137.0,11.0,2.0,10.0,0.6057501468203544,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,26.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,-0.6239279042835758,-0.6168114549279929,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
7.7 코로나19 이후 수도권 순유입 인구 2배 이상 증가(한국고용정보원).hwp.xml,1.0,43.0,8.0,46.0,0.0,80.0,16.0,20.0,16.0,18.0,0.0,1.0,13.0,92.0,51.0,16.0,6.0,13.0,0.8705214335481489,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,29.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0822990794825713,1.6293219038217746,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
7.8 5060 사회공헌하기 딱 좋은 나이(한국고용정보원).hwp.xml,1.0,43.0,4.0,31.0,0.0,70.0,13.0,15.0,13.0,14.0,0.0,2.0,12.0,68.0,137.0,13.0,3.0,12.0,0.6218289760636453,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,93.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5198930955658857,-0.6580693321776988,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,1.0,0.0,0.0
"8.11 고용정보원 등 충북 6개 기관, 지역 경제 활성화 촉진 MOU(한국고용정보원).hwp.xml",1.0,43.0,4.0,19.0,0.0,64.0,11.0,13.0,11.0,11.0,0.0,1.0,10.0,57.0,136.0,11.0,2.0,10.0,0.6135722586604851,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,97.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,-0.5607567749508433,-0.6572461389708764,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
8.12 청년 취업 돕기 위한 대학일자리센터 관계자 교육 실시(한국고용정보원).hwp.xml,1.0,43.0,4.0,37.0,1.0,81.0,14.0,16.0,14.0,14.0,0.0,1.0,13.0,63.0,137.0,14.0,3.0,13.0,0.6218289760636453,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,12.0,1.0,1.0,13.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9915823601292507,0.7706180277645859,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
8.13 한국고용정보원-한국전문대교육협의회 MOU(한국고용정보원)7.hwp.xml,1.0,43.0,4.0,19.0,0.0,59.0,12.0,14.0,12.0,12.0,0.0,1.0,11.0,60.0,136.0,12.0,3.0,11.0,0.6135722586604851,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,0.0,1.0,1.0,0.0,1.0,1.0,20.0,1.0,1.0,1.0,1.64899931866531,1.4518031653429644,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
8.14 전국 시군구 10곳 중 4곳은 소멸위험지역(한국고용정보원).hwp.xml,1.0,43.0,2.0,54.0,0.0,86.0,15.0,19.0,15.0,17.0,0.0,1.0,12.0,88.0,46.0,15.0,6.0,12.0,0.19824006810935793,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,40.0,1.0,1.0,0.0,1.0,1.0,24.0,1.0,1.0,1.0,1.2473722079418952,1.6658872541930982,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
8.24 플랫폼경제종사자 고용 및 근로실태 진단과 개선방안 모색 정책토론회 개최(한국고용정보원).hwp.xml,1.0,43.0,5.0,34.0,0.0,116.0,18.0,22.0,18.0,20.0,0.0,1.0,14.0,104.0,62.0,17.0,7.0,14.0,0.85901823303186,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,84.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.5719783265350468,0.7747888904634382,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
8.28 청년센터 워크숍 개최(한국고용정보원).hwp.xml,1.0,43.0,6.0,26.0,0.0,86.0,16.0,18.0,16.0,16.0,0.0,1.0,14.0,75.0,142.0,16.0,3.0,14.0,0.7533230810779257,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,8.0,1.0,1.0,23.0,1.0,1.0,0.0,1.0,1.0,1.0,1.445214011997553,1.1692457664237903,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
8.29 한국고용정보원 웹접근성 인증 획득(한국고용정보원).hwp.xml,1.0,43.0,4.0,12.0,0.0,57.0,14.0,17.0,14.0,16.0,0.0,1.0,11.0,48.0,37.0,14.0,7.0,11.0,-0.15539617492294816,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,62.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.24813349148255212,0.04819470074821092,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
8.30 취업성공수기개최(한국고용정보원).hwp.xml,1.0,43.0,3.0,12.0,0.0,68.0,14.0,17.0,14.0,16.0,0.0,1.0,11.0,54.0,37.0,14.0,7.0,11.0,-0.15539617492294816,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,55.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.24813349148255212,0.04819470074821092,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
"8.9 한국고용정보원-청년희망재단, 청년 삶의 질 실태조사 결과 발표(한국고용정보원).hwp.xml",1.0,43.0,4.0,30.0,1.0,99.0,13.0,16.0,13.0,15.0,0.0,1.0,10.0,108.0,37.0,13.0,7.0,10.0,-0.15539617492294816,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2197091977116615,0.028847901760590496,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.12 하나원과 탈북민 사회정착 위한 MOU 체결(한국고용정보원).hwp.xml,1.0,43.0,2.0,30.0,0.0,94.0,15.0,20.0,15.0,19.0,0.0,1.0,12.0,78.0,49.0,15.0,7.0,12.0,0.0005607886487116623,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,32.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.3115961776136067,0.07499905300077347,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.13 미래직업세계 궁금한 사람 여기 다 모여라(한국고용정보원).hwp.xml,1.0,43.0,2.0,22.0,0.0,64.0,13.0,16.0,13.0,15.0,0.0,1.0,10.0,63.0,48.0,13.0,7.0,10.0,-0.063436052250856,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,58.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.2197091977116615,0.028847901760590496,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.14 대전 직업박람회개최(한국고용정보원).hwp.xml,1.0,43.0,4.0,13.0,1.0,79.0,15.0,18.0,15.0,17.0,0.0,1.0,12.0,52.0,37.0,15.0,7.0,12.0,-0.15539617492294816,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,79.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.2473293893030882,0.03966813811566645,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.15 청년센터 활성화 관계기관 워크숍(한국고용정보원).hwp.xml,1.0,43.0,4.0,15.0,0.0,55.0,14.0,18.0,15.0,17.0,0.0,1.0,12.0,55.0,42.0,14.0,7.0,12.0,-0.13570744596162918,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27078262908111383,0.03399621972360259,0.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.18 신중년 창직 이렇게 성공했어요(한국고용정보원).hwp.xml,1.0,43.0,10.0,24.0,0.0,76.0,13.0,15.0,13.0,13.0,0.0,1.0,11.0,68.0,141.0,13.0,2.0,11.0,0.6842265011923934,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,14.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1308455023666978,-0.10529035986458933,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.20 중장년 전직지원 노하우(한국고용정보원).hwp.xml,1.0,43.0,6.0,17.0,0.0,97.0,14.0,18.0,14.0,17.0,0.0,2.0,11.0,60.0,37.0,14.0,6.0,11.0,-0.15539617492294816,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5102.0,1.0,5102.0,3600.0,59528.0,33.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,2.0,1.0,0.325182192696925,0.09313771649462146,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.21 4차 산업혁명 고령화 사회변화 돌파할 직업 아이디어 공모(한국고용정보원).hwp.xml,1.0,43.0,4.0,20.0,0.0,63.0,12.0,14.0,12.0,12.0,0.0,1.0,11.0,57.0,137.0,12.0,2.0,11.0,0.6057501468203544,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,29.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5295972361073457,-0.6302688433115685,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.22 2020 고용패널조사 브리프 경진대회(한국고용정보원).hwp.xml,1.0,43.0,5.0,16.0,0.0,48.0,9.0,9.0,9.0,8.0,0.0,1.0,8.0,43.0,21.0,9.0,4.0,7.0,-0.3573743477902777,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,50.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.585101999964679,-0.3080457099299881,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.22 인구고령화의도전과기회국제심포지엄 (한국고용정보원).hwp.xml,1.0,43.0,7.0,12.0,1.0,80.0,13.0,17.0,13.0,16.0,0.0,2.0,10.0,72.0,37.0,13.0,6.0,10.0,-0.15539617492294816,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5102.0,1.0,5102.0,3600.0,59528.0,20.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,2.0,1.0,0.2890331443606868,0.07711695061666658,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.28 전문가에게 영상 제작 배우고 상도 받고(한국고용정보원).hwp.xml,1.0,43.0,5.0,19.0,0.0,56.0,11.0,13.0,11.0,11.0,0.0,1.0,10.0,55.0,136.0,11.0,2.0,10.0,0.6135722586604851,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,66.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,-0.6239279042835758,-0.6168114549279929,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.28 제1회 청렴 페스타 개최(한국고용정보원).hwp.xml,1.0,43.0,4.0,19.0,0.0,56.0,10.0,12.0,10.0,10.0,0.0,1.0,10.0,53.0,136.0,10.0,2.0,10.0,0.6135722586604851,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,45.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.6269380136980609,-0.6557762085787081,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.29 청년 취업처 발굴 강화 위해 대학일자리(플러스)센터 컨설팅(한국고용정보원).hwp.xml,1.0,43.0,5.0,33.0,0.0,83.0,14.0,16.0,14.0,14.0,0.0,1.0,13.0,63.0,137.0,14.0,3.0,13.0,0.6218289760636453,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,8.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7008950661314997,1.4788536544862614,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.3 고용패널조사 학술대회 학생논문공모 수상작 공개(한국고용정보원).hwp.xml,1.0,43.0,4.0,74.0,0.0,121.0,15.0,18.0,15.0,17.0,0.0,2.0,12.0,101.0,58.0,15.0,8.0,12.0,0.3515059712326692,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,15.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,-0.07568138899322,-0.21314360453040412,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.6 국민참여혁신단 발족(한국고용정보원).hwp.xml,1.0,43.0,2.0,14.0,0.0,64.0,14.0,17.0,14.0,16.0,0.0,1.0,11.0,54.0,48.0,14.0,7.0,10.0,-0.063436052250856,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,20.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,1.0,1.0,0.32615899846241003,0.09681447796634908,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.6 워크넷 사회복지시설정보시스템 연계(한국고용정보원).hwp.xml,1.0,43.0,3.0,12.0,0.0,69.0,14.0,17.0,14.0,16.0,0.0,1.0,11.0,52.0,37.0,14.0,7.0,11.0,-0.15539617492294816,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,47.0,1.0,1.0,9.0,1.0,1.0,2.0,1.0,1.0,1.0,0.24813349148255212,0.04819470074821092,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.6 청년 서포터즈 발대식(한국고용정보원).hwp.xml,1.0,43.0,3.0,16.0,0.0,48.0,12.0,14.0,12.0,12.0,0.0,1.0,10.0,52.0,139.0,12.0,2.0,10.0,0.6532352708239432,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,32.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,-0.15165922316516917,-0.28405579948132914,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.7 지역별 대표 청년정책을 한눈에(한국고용정보원).hwp.xml,1.0,43.0,4.0,22.0,0.0,58.0,15.0,17.0,15.0,15.0,0.0,1.0,14.0,65.0,139.0,15.0,2.0,14.0,0.715691707010376,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,11.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.7834002335414523,1.5323537446348545,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
9.8 모바일 hrd-net 동영상 서비스 (한국고용정보원)7.hwp.xml,1.0,43.0,3.0,15.0,0.0,73.0,14.0,17.0,14.0,16.0,0.0,1.0,11.0,56.0,38.0,14.0,6.0,11.0,-0.047036344781039616,0.0,0.0,0.0,3600.0,3600.0,3600.0,84188.0,5669.0,1.0,5669.0,3600.0,59528.0,23.0,1.0,1.0,0.0,1.0,1.0,13.0,1.0,1.0,1.0,0.5729407554962358,0.31132722882554187,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
"한국고용정.hwp한국고용정.hwp4.12. 힘내요, 같이 고민해요…워크넷 ‘꽃길응원 진로상담 이벤트’(한국고용정.hwp.xml",1.0,43.0,14.0,23.0,1.0,70.0,14.0,16.0,14.0,14.0,0.0,1.0,13.0,60.0,137.0,14.0,2.0,13.0,0.6218289760636453,0.0,0.0,0.0,2834.0,2834.0,2834.0,84188.0,5669.0,1.0,5669.0,2834.0,59528.0,7.0,1.0,1.0,13.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0479310155814203,0.8014159733381392,1.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,1.0,-1.0,4.0,3.0,50.0,0.0,0.0,0.0,0.0
050131행자(기록원)분류기준표내용고시.hwp.xml,2.0,-1.0,1.0,13.0,0.0,43.0,5.0,5.0,5.0,5.0,-2.0,0.0,5.0,45.0,12.0,5.0,1.0,4.0,-0.4980203246652637,0.0,0.0,0.0,3404.0,4252.0,4252.0,84188.0,5104.0,1.0,5104.0,4252.0,59528.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.5336361004154588,-0.3659722288073975,0.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
050216행자(기록원)자료관시스템완료보고회.hwp.xml,2.0,-1.0,1.0,9.0,0.0,21.0,4.0,4.0,4.0,4.0,-2.0,0.0,4.0,18.0,12.0,4.0,2.0,4.0,-0.4980203246652637,0.0,0.0,0.0,4252.0,4252.0,4252.0,84188.0,8000.0,1.0,7528.0,5668.0,59528.0,16.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.48523531664518216,-0.25335297435204046,0.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
050624신문기사.hwp.xml,2.0,-1.0,1.0,3.0,0.0,27.0,5.0,5.0,5.0,5.0,-2.0,1.0,5.0,22.0,12.0,5.0,3.0,5.0,-0.4980203246652637,0.0,0.0,0.0,2834.0,4252.0,4252.0,84188.0,5669.0,1.0,5669.0,4252.0,59528.0,23.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,-0.8012498885370147,-0.7630610892104674,0.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,0.0,1.0,0.0,-1.0,3.0,3.0,50.0,0.0,0.0,-1.0,0.0
050627보도자료.hwp.xml,2.0,-1.0,1.0,19.0,0.0,68.0,11.0,17.0,10.0,15.0,-2.0,0.0,7.0,61.0,47.0,10.0,5.0,7.0,2.6056973368713443,0.0,0.0,0.0,5669.0,2836.0,2836.0,84188.0,5668.0,1.0,5668.0,5669.0,59528.0,0.0,1.0,1.0,0.0,1.0,1.0,31.0,1.0,1.0,1.0,1.1413322900394394,0.8694001954742169,0.0,0.0,1.0,0.0,0.0,1417.0,1417.0,1417.0,1417.0,0.0,-1.0,-2.0,-2.0,-2.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0
